protGroups,mean,q
sp|P15311|EZRI_HUMAN,-1.1696030616374,0.00474280443393604
sp|O75533|SF3B1_HUMAN,-1.17207859422282,0.00474280443393604
sp|P42566|EPS15_HUMAN,-1.1758063647116,0.00474280443393604
sp|Q9Y383|LC7L2_HUMAN,-1.18056586073382,0.00389932811080596
sp|P62333|PRS10_HUMAN,-1.20113176314485,0.0168665219483954
sp|P26368|U2AF2_HUMAN,-1.20151933686012,0.00692440722194737
sp|P13667|PDIA4_HUMAN,-1.21811866573264,0.00694047646206621
sp|O95232|LC7L3_HUMAN,-1.21916358387438,0.00430296465209336
sp|Q05519|SRS11_HUMAN,-1.22020897017937,0.00522432408344653
sp|P02751|FINC_HUMAN,-1.24970524424824,0.00448721194950435
sp|P09012|SNRPA_HUMAN;sp|P08579|RU2B_HUMAN,-1.25322577714538,0.00474280443393604
sp|P53814|SMTN_HUMAN,-1.26292136320879,0.0058736827699644
sp|O75955|FLOT1_HUMAN,-1.27248176445655,0.0182249298144953
sp|P35030|TRY3_HUMAN,-1.28307880026161,0.00425572079500866
sp|Q9Y2K5|R3HD2_HUMAN,-1.28664478377813,0.00372589501263763
sp|Q66PJ3|AR6P4_HUMAN,-1.3142399508502,0.00496408453850451
sp|P05089|ARGI1_HUMAN,-1.33706620798287,0.00829073233405293
sp|Q9UHX1|PUF60_HUMAN,-1.34051638802361,0.00478842014859609
sp|Q8N5F7|NKAP_HUMAN,-1.35340151902362,0.00478842014859609
sp|Q9BVS4|RIOK2_HUMAN,-1.39982936293887,0.00496408453850451
sp|Q5BKY9|F133B_HUMAN;sp|Q8N9E0|F133A_HUMAN,-1.40037025220354,0.00637362920149506
sp|O14639|ABLM1_HUMAN,-1.41837179787825,0.00586235521811978
sp|Q9Y3E1|HDGR3_HUMAN,-1.4236502890898,0.00474280443393604
sp|Q08188|TGM3_HUMAN,-1.43957784093731,0.00372589501263763
sp|P49756|RBM25_HUMAN,-1.48214224078783,0.0041873776740955
sp|O43809|CPSF5_HUMAN,-1.5025948702642,0.0229182247162698
sp|Q8TEC5|SH3R2_HUMAN,-1.5327575437666,0.0133215076266404
sp|Q15517|CDSN_HUMAN,-1.53596623314524,0.0155094350745454
sp|P04040|CATA_HUMAN,-1.59392844406365,0.0118139093944562
sp|Q8WXA9|SREK1_HUMAN,-1.59919336604281,0.00474280443393604
sp|Q9NWB6|ARGL1_HUMAN,-1.6299250494589,0.00478842014859609
sp|P06310|KV230_HUMAN;sp|P01615|KVD28_HUMAN;sp|A2NJV5|KV229_HUMAN;sp|A0A0A0MRZ7|KVD26_HUMAN;sp|A0A075B6S6|KVD30_HUMAN;sp|A0A075B6S2|KVD29_HUMAN;sp|A0A075B6P5|KV228_HUMAN;sp|P01614|KVD40_HUMAN;sp|A0A087WW87|KV240_HUMAN,-1.64917684786799,0.00805390318182669
sp|Q8WWI1|LMO7_HUMAN,-1.66522262046256,0.00546001120670658
sp|P04083|ANXA1_HUMAN,-1.67001542848412,0.00372589501263763
sp|Q16630|CPSF6_HUMAN,-1.68467847559502,0.0279805179362204
sp|Q9Y6A4|CFA20_HUMAN,-1.6928080095858,0.00496408453850451
sp|Q5M775|CYTSB_HUMAN,-1.69814118499226,0.00805390318182669
sp|P18206|VINC_HUMAN,-1.69897798444374,0.00474280443393604
sp|P22061|PIMT_HUMAN,-1.71144421710663,0.00372589501263763
sp|P52732|KIF11_HUMAN,-1.71573740811733,0.00590362179202338
sp|Q92665|RT31_HUMAN,-1.72400013131814,0.00740390956320752
sp|Q05707|COEA1_HUMAN,-1.7384952189882,0.00474280443393604
sp|Q8TA86|RP9_HUMAN,-1.89872040899919,0.00496408453850451
sp|Q460N5|PAR14_HUMAN,-2.01159838646124,0.0140540427794141
sp|O75396|SC22B_HUMAN,-2.53678271992946,0.0041873776740955
