protGroups,mean,q
sp|P57740|NU107_HUMAN,1.64340514181027,0.00444127248480809
sp|Q8N8E3|CE112_HUMAN;REV__sp|Q13427|PPIG_HUMAN,1.64243121660839,0.00224357732568839
sp|Q96SB8|SMC6_HUMAN,1.64069294003895,0.00348579883849662
sp|Q9UPN4|CP131_HUMAN,1.60780854623084,0.00224357732568839
sp|Q8IY18|SMC5_HUMAN,1.59536913279268,0.00355698112146677
sp|Q8TAA5|GRPE2_HUMAN,1.5679852517173,0.00365865111671577
sp|A6NKT7|RGPD3_HUMAN,1.55750927661844,0.00543920271833783
sp|Q9UHD2|TBK1_HUMAN,1.55749218757252,0.00597004411506452
sp|Q96MF7|NSE2_HUMAN,1.5503857855452,0.00325995355884418
sp|Q86YT6|MIB1_HUMAN,1.55029767441591,0.00365865111671577
sp|Q93052|LPP_HUMAN,1.5472399184883,0.00421708876021122
sp|P52948|NUP98_HUMAN,1.54250787849384,0.00565055409230143
sp|Q9UKK6|NXT1_HUMAN,1.54058231992779,0.0105013664731516
sp|A7MCY6|TBKB1_HUMAN,1.50023620752728,0.0026551012461018
sp|P25787|PSA2_HUMAN,1.48468441469938,0.0055586768422858
sp|P43353|AL3B1_HUMAN,1.48464439584609,0.0064258883846033
sp|P51801|CLCKB_HUMAN,1.48301189046032,0.00543920271833783
sp|O43739|CYH3_HUMAN;sp|Q99418|CYH2_HUMAN;sp|Q15438|CYH1_HUMAN,1.45647384344965,0.00224357732568839
sp|Q63HN8|RN213_HUMAN;sp|P53992|SC24C_HUMAN,1.45452105320982,0.00348579883849662
sp|Q8N1F7|NUP93_HUMAN,1.4451986719018,0.00355698112146677
sp|Q7L273|KCTD9_HUMAN,1.40897369518422,0.00224357732568839
sp|Q99567|NUP88_HUMAN,1.36725842890377,0.0058481351999211
sp|Q5VTJ3|KLD7A_HUMAN,1.35224596381373,0.00500475624765345
sp|Q8WUM0|NU133_HUMAN,1.3076993089057,0.00431457323609929
sp|P49750|YLPM1_HUMAN,1.30730258220455,0.00224357732568839
sp|P45880|VDAC2_HUMAN,1.30231939112421,0.00383266663459646
sp|Q9BZK7|TBL1R_HUMAN;sp|Q9BQ87|TBL1Y_HUMAN;sp|O60907|TBL1X_HUMAN,1.28370550178015,0.00695991109622229
sp|Q09028|RBBP4_HUMAN,1.27635635985367,0.0209351889228302
sp|Q9UBU9|NXF1_HUMAN,1.24998035968772,0.0080509705541164
sp|Q8WWM7|ATX2L_HUMAN,1.23006861162603,0.00384835390117393
sp|P30837|AL1B1_HUMAN,1.22948263206072,0.00227773290021607
sp|Q9NS91|RAD18_HUMAN,1.21934021164874,0.0026551012461018
sp|A6NKD9|CC85C_HUMAN,1.2092490470515,0.00634440924270299
sp|P35658|NU214_HUMAN,1.1775774934927,0.00721521704516405
sp|P52294|IMA5_HUMAN,1.1677564923826,0.00325282911969261
sp|P62826|RAN_HUMAN,1.16654726259813,0.0064258883846033
sp|Q9NVI7|ATD3A_HUMAN;sp|Q5T9A4|ATD3B_HUMAN;sp|Q5T2N8|ATD3C_HUMAN,1.15999246308559,0.00365865111671577
sp|Q86US8|EST1A_HUMAN,1.15792761036395,0.0280713609567968
sp|P05161|ISG15_HUMAN,1.15738090445845,0.00311351427396537
sp|Q92621|NU205_HUMAN,1.10491145149047,0.00597004411506452
sp|Q14257|RCN2_HUMAN,1.09807374755777,0.00224357732568839
sp|P52292|IMA1_HUMAN,1.09156594116223,0.00325282911969261
sp|P37198|NUP62_HUMAN,1.05914735612706,0.00902686758189624
sp|Q7Z417|NUFP2_HUMAN,1.03989745146188,0.00591925131867777
sp|O95299|NDUAA_HUMAN,1.03505359429256,0.00845659126588676
sp|P62136|PP1A_HUMAN,1.03163257661379,0.00711918270860368
sp|Q96GY0|ZC21A_HUMAN,1.02989196373163,0.00678091907833165
sp|Q15056|IF4H_HUMAN,1.02367230771087,0.0209351889228302
sp|Q07666|KHDR1_HUMAN;sp|Q5VWX1|KHDR2_HUMAN;sp|O75525|KHDR3_HUMAN,1.01614475661974,0.00180203645512544
sp|P28074|PSB5_HUMAN,1.01309944192179,0.00711059831685153
sp|Q5SW79|CE170_HUMAN,1.01269316598556,0.0058481351999211
sp|O00629|IMA3_HUMAN,1.00557339960443,0.0157574313694644
sp|P49790|NU153_HUMAN,1.00283646637908,0.00477704297762495
sp|Q15154|PCM1_HUMAN,1.00026276426433,0.00362129520685294
sp|Q8IYB1|M21D2_HUMAN,-1.00309115739385,0.0069441820480889
sp|P62333|PRS10_HUMAN,-1.00416977207155,0.0177799822950383
sp|Q9UJV9|DDX41_HUMAN,-1.01348475654209,0.00384835390117393
sp|O75400|PR40A_HUMAN;sp|Q6NWY9|PR40B_HUMAN,-1.01977925071637,0.00444127248480809
sp|P42566|EPS15_HUMAN,-1.02741588726927,0.00321560405930236
sp|P98082|DAB2_HUMAN,-1.03850861944018,0.0105013664731516
sp|Q99714|HCD2_HUMAN,-1.04350544801605,0.00998851743553422
sp|P25311|ZA2G_HUMAN,-1.04578323792361,0.0172069312560236
sp|O95232|LC7L3_HUMAN,-1.04976156077325,0.00325282911969261
sp|Q9BVS4|RIOK2_HUMAN,-1.07325448953717,0.0172362832440535
sp|Q01844|EWS_HUMAN,-1.0783726978536,0.0347726087922583
sp|O14976|GAK_HUMAN,-1.08248096681136,0.00364637123509194
sp|Q8N5F7|NKAP_HUMAN,-1.083587929942,0.00224357732568839
sp|Q99959|PKP2_HUMAN,-1.08788545447885,0.00325282911969261
sp|Q5VTL8|PR38B_HUMAN,-1.10360507345141,0.0026551012461018
sp|P48047|ATPO_HUMAN,-1.10877615546042,0.00265173322584889
sp|P81605|DCD_HUMAN,-1.11876882509296,0.00701733058162755
sp|P17812|PYRG1_HUMAN,-1.12922027426793,0.00588144130663541
sp|P02751|FINC_HUMAN,-1.148565498205,0.00500030724784562
sp|Q71UI9|H2AV_HUMAN;sp|P0C0S5|H2AZ_HUMAN,-1.15522534289443,0.0224814077706553
sp|P09497|CLCB_HUMAN,-1.16356405087339,0.007683848733592
sp|P20908|CO5A1_HUMAN,-1.16468741108805,0.00348579883849662
sp|P0DN76|U2AF5_HUMAN;sp|Q01081|U2AF1_HUMAN;sp|Q8WU68|U2AF4_HUMAN,-1.17759443595114,0.00563786092149015
sp|Q12874|SF3A3_HUMAN,-1.18403128732919,0.00711059831685153
sp|P26368|U2AF2_HUMAN,-1.19188825867558,0.00446573774302072
sp|Q9NQ29|LUC7L_HUMAN,-1.1930826968423,0.00952826068598048
sp|P13667|PDIA4_HUMAN,-1.20011626459615,0.00743686225344513
sp|Q14011|CIRBP_HUMAN,-1.20437387222903,0.00325282911969261
sp|Q66PJ3|AR6P4_HUMAN,-1.21709457762181,0.00325282911969261
sp|O14639|ABLM1_HUMAN,-1.21971879291146,0.00711758541721826
sp|P61626|LYSC_HUMAN,-1.24793142762509,0.00929206584002108
sp|P35030|TRY3_HUMAN,-1.25860047057825,0.00460407281611069
sp|P17096|HMGA1_HUMAN,-1.25996260160263,0.00911293328660671
sp|Q8WWI1|LMO7_HUMAN,-1.25998112722836,0.0117054830092402
sp|Q00577|PURA_HUMAN,-1.26678249309344,0.00364637123509194
sp|Q5M775|CYTSB_HUMAN,-1.29765041606302,0.00460407281611069
sp|Q7L014|DDX46_HUMAN,-1.30275495644047,0.00365865111671577
sp|P15884|ITF2_HUMAN,-1.30828138434165,0.00839288361906212
sp|Q9H0H5|RGAP1_HUMAN,-1.31379943428398,0.0320896763204355
sp|P62269|RS18_HUMAN,-1.36553011900895,0.00543920271833783
sp|Q9Y6A4|CFA20_HUMAN,-1.36671802392795,0.00711059831685153
sp|P49756|RBM25_HUMAN,-1.38163977591544,0.00325282911969261
sp|P09012|SNRPA_HUMAN;sp|P08579|RU2B_HUMAN,-1.42164991304548,0.00224357732568839
sp|Q9Y2K5|R3HD2_HUMAN,-1.43101868532056,0.00197697748458312
sp|P04083|ANXA1_HUMAN,-1.43326101528649,0.00895336443571063
sp|P61289|PSME3_HUMAN,-1.43757706337596,0.00325995355884418
sp|P05997|CO5A2_HUMAN,-1.46587265647983,0.00356197727110523
sp|Q8TEC5|SH3R2_HUMAN,-1.50080162031224,0.00743686225344513
sp|Q8WXA9|SREK1_HUMAN,-1.50604753787372,0.00325282911969261
sp|Q9UHX1|PUF60_HUMAN,-1.52764627435908,0.00249124880746516
sp|Q05519|SRS11_HUMAN,-1.55444156357262,0.0026551012461018
sp|Q8TA86|RP9_HUMAN,-1.56801322391858,0.00383266663459646
sp|P04040|CATA_HUMAN,-1.57025325744256,0.0177799822950383
sp|Q5BKY9|F133B_HUMAN;sp|Q8N9E0|F133A_HUMAN,-1.61274918235716,0.00330101794467281
sp|O43809|CPSF5_HUMAN,-1.61317051657853,0.0141927228126972
sp|P22061|PIMT_HUMAN,-1.63643709117734,0.00224357732568839
sp|Q9NWB6|ARGL1_HUMAN,-1.70926958467156,0.00224357732568839
sp|Q9Y3E1|HDGR3_HUMAN,-1.71343234507914,0.00311351427396537
sp|Q16630|CPSF6_HUMAN,-1.73685546746175,0.0224498507598931
sp|Q92665|RT31_HUMAN,-1.81051733900691,0.00610028544278875
sp|Q460N5|PAR14_HUMAN,-1.84749932512622,0.00741682941274945
sp|Q9UHB9|SRP68_HUMAN,-1.8631894302711,0.0126113995787301
sp|P18206|VINC_HUMAN,-1.90718039928851,0.00348579883849662
sp|Q05707|COEA1_HUMAN,-1.92872089175552,0.00354078397633352
sp|O75396|SC22B_HUMAN,-2.00787560385672,0.00486082101689017
sp|P52732|KIF11_HUMAN,-2.01513654446503,0.00224357732568839
sp|P06310|KV230_HUMAN;sp|P01615|KVD28_HUMAN;sp|A2NJV5|KV229_HUMAN;sp|A0A0A0MRZ7|KVD26_HUMAN;sp|A0A075B6S6|KVD30_HUMAN;sp|A0A075B6S2|KVD29_HUMAN;sp|A0A075B6P5|KV228_HUMAN;sp|P01614|KVD40_HUMAN;sp|A0A087WW87|KV240_HUMAN,-2.07093174535221,0.00414733253054556
